period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Σούγγαρης Πέτρος Σωκράτη,ΠΑ.ΣΟ.Κ.,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Χατζηδημητρίου Τραϊανός Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βυζοβίτης Χρήστος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΕΛΛΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Κάκκαλος Νικόλαος Κλεομένους,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βελίκης Αθανάσιος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Τερζόπουλος Γεώργιος Μιλτιάδη,ΠΑ.ΣΟ.Κ.,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Καζακλάρης Χρήστος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΠΙΕΡΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Καλδή Μερόπη συζ. Ηλία,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Καραμούτσος Σπύρος Αναστασίου,ΠΑ.ΣΟ.Κ.,ΠΡΕΒΕΖΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Κεφαλογιάννης Ιωάννης Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Λουκάκης Μανώλης Χαραλάμπους,ΠΑ.ΣΟ.Κ.,ΡΕΘΥΜΝΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Σαλίκας Νικόλαος Χρήστου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Τσετινές Δημήτριος Ανέστη,ΠΑ.ΣΟ.Κ.,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Μολλά Ισμαήλ Χουσείν,ΑΝΕΞΑΡΤΗΤΟΙ,ΡΟΔΟΠΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Καραμηνάς Κωνσταντίνος Αντωνίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΑΜΟΥ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Καραμανλής Αχιλλεύς Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Κλείτος Νικόλαος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Παπαδόπουλος Θεόδωρος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Παναγιωτίδης Ιωάννης Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Ανθόπουλος Ιωάννης Ευσταθίου,ΠΑ.ΣΟ.Κ.,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Δαμιανίδης Αλέξανδρος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βασιλακάκης Βασίλειος Φωτίου,ΠΑ.ΣΟ.Κ.,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βελλίκης Φιντίας Στεργίου,ΣΥΝΑΣΠΙΣΜΟΣ,ΣΕΡΡΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Χατζηγάκης Σωτήριος Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Παπαχρήστος Αθανάσιος Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Οικονόμου Χρήστος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Παπανικολάου Δημήτριος Φωτίου,ΣΥΝΑΣΠΙΣΜΟΣ,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Ζιάγκας Ιωάννης Δημητρίου,ΠΑ.ΣΟ.Κ.,ΤΡΙΚΑΛΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Μπέλλος Τριαντάφυλλος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Ξαρχάς Αθανάσιος Λαζάρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Τσαγκάρης Φράνς Λουκά,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Αλαμπάνος Δημήτριος Νικολάου,ΠΑ.ΣΟ.Κ.,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Δροσογιάννης Αντώνιος Δημητρίου,ΠΑ.ΣΟ.Κ.,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Παφίλης Αθανάσιος Σπυρίδωνα,ΣΥΝΑΣΠΙΣΜΟΣ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Παπαθανασίου Χαράλαμπος Εμμανουήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Λιάνης Γεώργιος Θεμιστοκλή,ΠΑ.ΣΟ.Κ.,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Γκελεστάθης Νικόλαος Αναστασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΩΚΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Αρβανίτης Φώτιος Νικολάου,ΠΑ.ΣΟ.Κ.,ΦΩΚΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Γιοβανούδας Βαρσάμης Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βαρδαρινός Βασίλειος Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Πάχτας Χρήστος Αστερίου,ΠΑ.ΣΟ.Κ.,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Μαρκογιαννάκης Χρήστος Εμμανουήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Σκουλάκης Εμμανουήλ Γεωργίου,ΠΑ.ΣΟ.Κ.,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βαλυράκης Ιωσήφ Ιωαν.,ΠΑ.ΣΟ.Κ.,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βιρβιδάκης Κυριάκος Επαμεινώνδα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Μισαηλίδης Γεώργιος Σταματίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Κοτσακάς Αντώνιος Γεωργίου,ΠΑ.ΣΟ.Κ.,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Αδρακτάς Παναγιώτης Φωτίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Βαρβιτσιώτης Ιωάννης Μιλτιάδη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Πετραλιά - Πάλλη Φάνη Επαμεινώνδα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Πολύδωρας Βύρων Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Λιάπης Μιχάλης - Γιώργος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Κράτσας Απόστολος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Μπεχράκης Διονύσιος Κυριακούλη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Μπουρδάρα Καλλιόπη (Κέλλυ) Αλκιβιάδη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Κασίμης Θεόδωρος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Μεϊμαράκης Ευάγγελος - Βασίλειος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Κρίκος Αθανάσιος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Σκανδαλάκης Παναγιώτης Νικολάου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΣΤ' Περιόδου  (05/11/1989 - 12/03/1990),Ανδρεουλάκος Απόστολος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
